#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
UniProt Keywords	KW-0597	Phosphoprotein	35	8057	0.3	2.79e-05	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000243077,9606.ENSP00000253024,9606.ENSP00000261978,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000466134,9606.ENSP00000466897	OGDH,NUFIP2,LRP1,TRIM28,LTBP2,NONO,ACAA2,AP2M1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,APOA2,COPA,TPM3,CMPK1,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SEPT9,TAGLN,PRKCSH,CIRBP
UniProt Keywords	KW-0514	Muscle protein	4	62	1.47	0.0023	9606.ENSP00000306015,9606.ENSP00000307280,9606.ENSP00000357516,9606.ENSP00000432282	SYNPO2,MYL1,TPM3,TAGLN
UniProt Keywords	KW-1017	Isopeptide bond	14	1706	0.57	0.0023	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000375978	OGDH,NUFIP2,NEDD8,TRIM28,RPL8,NONO,SFPQ,XRCC6,MAP4,CMPK1,RPL10A,RPL11,TMSB4X,XRCC5
UniProt Keywords	KW-0233	DNA recombination	4	74	1.39	0.0034	9606.ENSP00000276079,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000375978	NONO,SFPQ,XRCC6,XRCC5
UniProt Keywords	KW-0963	Cytoplasm	24	5028	0.34	0.0034	9606.ENSP00000225388,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000262584,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000466897	NUFIP2,LRP1,PHPT1,RPL8,SYNPO2,YWHAG,GLS,TALDO1,CAPRIN1,RPS26,SFPQ,MAP4,COPA,TPM3,CMPK1,RPL11,UCHL3,CKAP4,TMSB4X,NUCB1,ARPC1B,SEPT9,TAGLN,CIRBP
UniProt Keywords	KW-9995	Disease	21	3996	0.38	0.0034	9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000261978,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363676,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000391249,9606.ENSP00000466134	CTSD,LRP1,LTBP2,NONO,AP2M1,COL3A1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,RPS26,XRCC6,COPA,TPM3,RPL11,XRCC5,ARPC1B,SEPT9,PRKCSH
UniProt Keywords	KW-0225	Disease mutation	17	3145	0.39	0.0167	9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000261978,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000348849,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363676,9606.ENSP00000389631,9606.ENSP00000391249,9606.ENSP00000466134	CTSD,LRP1,LTBP2,AP2M1,COL3A1,YWHAG,MYL1,GLS,TALDO1,MDH2,RPS26,COPA,TPM3,RPL11,ARPC1B,SEPT9,PRKCSH
UniProt Keywords	KW-0009	Actin-binding	5	265	0.93	0.0225	9606.ENSP00000306015,9606.ENSP00000357516,9606.ENSP00000370010,9606.ENSP00000389631,9606.ENSP00000432282	SYNPO2,TPM3,TMSB4X,ARPC1B,TAGLN
UniProt Keywords	KW-0832	Ubl conjugation	14	2383	0.43	0.0267	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000446252	OGDH,NUFIP2,TRIM28,RPL8,NONO,SFPQ,XRCC6,MAP4,CMPK1,RPL10A,RPL11,TMSB4X,XRCC5,SOD2
UniProt Keywords	KW-0689	Ribosomal protein	4	173	1.02	0.0370	9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676	RPL8,RPS26,RPL10A,RPL11
UniProt Keywords	KW-0694	RNA-binding	7	670	0.68	0.0370	9606.ENSP00000225388,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000340329,9606.ENSP00000349748,9606.ENSP00000363676,9606.ENSP00000466897	NUFIP2,RPL8,NONO,CAPRIN1,SFPQ,RPL11,CIRBP
UniProt Keywords	KW-1024	Diamond-Blackfan anemia	2	19	1.68	0.0500	9606.ENSP00000348849,9606.ENSP00000363676	RPS26,RPL11
SMART	SM00559	Ku70 and Ku80 are 70kDa and 80kDa subunits of the Lupus Ku autoantigen	2	2	2.66	0.0204	9606.ENSP00000352257,9606.ENSP00000375978	XRCC6,XRCC5
